0,1
0.9834,0.05316450271056965
0.8759,0.4491679102182388
0.2855,3.277672618627548
0.4347,1.8026047825813294
0.7287,1.1035563439130782
0.7444,0.7549762696027755
0.8626,0.3709766648709774
0.8574,0.3956059474498034
0.8663,0.33876523859798907
0.8691,0.3527536507695913
0.8699,0.3438838977366686
0.876,0.32348275631666185
0.8667,0.37732558362185953
0.8764,0.3260799065232277
0.8739,0.3339599322527647
0.8751,0.3366139929741621
0.8717,0.3329150043427944
0.8717,0.3623496167361736
0.8603,0.42305261380970477
0.8746,0.35018017776310445
0.8714,0.3970872964709997
0.8749,0.3610484216362238
0.8763,0.3265455950051546
0.8803,0.3390882220119238
0.8728,0.3861499711871147
0.8774,0.3584573227912188
0.8777,0.37671441175043585
0.8772,0.3447188038378954
0.8772,0.34963386729359625
0.8763,0.3504323478788137
0.8811,0.3268755152821541
0.8735,0.3646700352430344
0.8735,0.3646700352430344
0.8735,0.3646700352430344
